Customer_ID,Credit_Limit,Current_Balance,KYC_Last_Updated,Last_Payment_Date,Account_Status,Txn_Count_Last_30_Days,Total_Txn_Amount_Last_30_Days,Late_Fees_Accrued,Region,KYC_parsed,Payment_Parsed,KYC_Violation,Payment_Overdue,Overlimit_Violation,High_risk_status,Late_fee_alert,Total_violation,Compliance_Risk_Score,Violation_Explanation
CUST0156,153481,3709,16-07-2024,05-07-2025,Active,7,25612.13,645,North,2024-07-16,2025-07-05,True,False,True,False,False,2,4,"KYC Violation, Overlimit Violation"
CUST0157,162566,193921,24-06-2025,23-05-2025,Active,3,27453.17,4826,South,2025-06-24,2025-05-23,False,False,True,False,True,2,3,"Overlimit Violation, Late Fee Alert"
CUST0158,75945,55771,07-09-2024,16-05-2025,Active,39,24831.52,4263,South,2024-09-07,2025-05-16,False,True,False,False,True,2,4,"Payment Overdue, Late Fee Alert"
CUST0159,140852,154968,25-06-2025,19-06-2025,Active,3,21038.8,609,North,2025-06-25,2025-06-19,False,False,True,False,False,1,2,Overlimit Violation
CUST0160,82217,25470,11-04-2025,16-05-2025,Active,24,38822.22,454,East,2025-04-11,2025-05-16,False,True,False,False,False,1,3,Payment Overdue
CUST0161,58308,42344,24-11-2024,24-06-2025,Closed,2,1597.95,2953,East,2024-11-24,2025-06-24,False,False,False,False,True,1,1,Late Fee Alert
CUST0162,55949,42918,04-06-2025,06-07-2025,Active,31,30323.69,1708,West,2025-06-04,2025-07-06,False,False,False,False,False,0,0,""
CUST0163,182222,52224,01-01-2025,27-05-2025,Active,2,28709.91,3472,North,2025-01-01,2025-05-27,False,False,True,False,True,2,3,"Overlimit Violation, Late Fee Alert"
CUST0164,150235,39298,06-09-2024,06-06-2025,Active,26,36092.77,2969,North,2024-09-06,2025-06-06,False,False,True,False,True,2,3,"Overlimit Violation, Late Fee Alert"
CUST0165,124740,108492,08-12-2024,19-05-2025,Active,28,30352.44,3028,South,2024-12-08,2025-05-19,False,True,False,False,True,2,4,"Payment Overdue, Late Fee Alert"
CUST0166,166352,182035,18-02-2025,11-07-2025,Active,31,41513.14,4797,North,2025-02-18,2025-07-11,False,False,True,False,True,2,3,"Overlimit Violation, Late Fee Alert"
CUST0167,116617,118121,29-09-2024,07-07-2025,Active,49,47994.66,2681,East,2024-09-29,2025-07-07,False,False,True,False,True,2,3,"Overlimit Violation, Late Fee Alert"
CUST0168,66896,28016,28-02-2025,17-06-2025,Active,18,17783.69,3629,North,2025-02-28,2025-06-17,False,False,False,False,True,1,1,Late Fee Alert
CUST0169,180798,23960,12-07-2024,27-05-2025,Active,20,12140.2,4225,South,2024-07-12,2025-05-27,True,False,True,False,True,3,5,"KYC Violation, Overlimit Violation, Late Fee Alert"
CUST0170,188877,33591,22-11-2024,18-06-2025,Active,4,21756.25,3067,West,2024-11-22,2025-06-18,False,False,True,False,True,2,3,"Overlimit Violation, Late Fee Alert"
CUST0171,55237,17312,24-03-2025,19-06-2025,Active,17,15108.55,1386,South,2025-03-24,2025-06-19,False,False,False,False,False,0,0,""
CUST0172,70056,67641,10-10-2024,14-05-2025,Closed,27,31132.56,3776,South,2024-10-10,2025-05-14,False,True,False,False,True,2,4,"Payment Overdue, Late Fee Alert"
CUST0173,164548,36395,27-03-2025,20-06-2025,Active,41,45680.77,2866,West,2025-03-27,2025-06-20,False,False,True,False,True,2,3,"Overlimit Violation, Late Fee Alert"
CUST0174,161488,129695,03-09-2024,17-05-2025,Active,21,7816.69,4788,South,2024-09-03,2025-05-17,False,True,False,False,True,2,4,"Payment Overdue, Late Fee Alert"
CUST0175,184415,153772,27-05-2025,07-06-2025,Closed,20,5938.94,3363,South,2025-05-27,2025-06-07,False,False,False,False,True,1,1,Late Fee Alert
CUST0176,194572,34620,10-12-2024,23-06-2025,Active,5,13544.76,4889,North,2024-12-10,2025-06-23,False,False,True,False,True,2,3,"Overlimit Violation, Late Fee Alert"
CUST0177,79375,118053,03-06-2025,18-06-2025,Delinquent,0,36578.68,4124,North,2025-06-03,2025-06-18,False,False,False,False,True,1,1,Late Fee Alert
CUST0178,190734,128148,27-03-2025,17-06-2025,Active,4,30055.18,148,West,2025-03-27,2025-06-17,False,False,False,False,False,0,0,""
CUST0179,66964,88523,18-05-2025,14-06-2025,Active,40,6008.42,3850,North,2025-05-18,2025-06-14,False,False,True,False,True,2,3,"Overlimit Violation, Late Fee Alert"
CUST0180,163429,93396,20-10-2024,01-06-2025,Active,11,46018.78,2058,North,2024-10-20,2025-06-01,False,False,True,False,True,2,3,"Overlimit Violation, Late Fee Alert"
CUST0181,117215,61642,27-09-2024,10-07-2025,Closed,25,39714.15,1136,South,2024-09-27,2025-07-10,False,False,True,False,False,1,2,Overlimit Violation
CUST0182,119042,76539,18-01-2025,28-05-2025,Active,45,2128.11,186,East,2025-01-18,2025-05-28,False,False,True,False,False,1,2,Overlimit Violation
CUST0183,194356,21732,01-10-2024,25-05-2025,Active,33,32916.99,2854,North,2024-10-01,2025-05-25,False,False,True,False,True,2,3,"Overlimit Violation, Late Fee Alert"
CUST0184,143468,91362,13-04-2025,23-06-2025,Active,48,38791.09,1250,East,2025-04-13,2025-06-23,False,False,True,False,False,1,2,Overlimit Violation
CUST0185,59435,30354,08-04-2025,26-06-2025,Active,13,19347.33,1333,North,2025-04-08,2025-06-26,False,False,False,False,False,0,0,""
CUST0186,128832,13843,11-07-2024,01-06-2025,Active,25,4377.16,4193,North,2024-07-11,2025-06-01,True,False,True,False,True,3,5,"KYC Violation, Overlimit Violation, Late Fee Alert"
CUST0187,101293,71726,13-05-2025,27-05-2025,Closed,44,4788.73,4150,West,2025-05-13,2025-05-27,False,False,True,False,True,2,3,"Overlimit Violation, Late Fee Alert"
CUST0188,128781,17640,23-12-2024,28-05-2025,Active,26,6108.1,2711,West,2024-12-23,2025-05-28,False,False,True,False,True,2,3,"Overlimit Violation, Late Fee Alert"
CUST0189,93919,133332,18-03-2025,06-06-2025,Watchlist,8,42181.54,4853,West,2025-03-18,2025-06-06,False,False,False,True,True,2,5,"High-Risk Status, Late Fee Alert"
CUST0190,171172,214528,20-07-2024,20-05-2025,Active,25,45623.62,4501,East,2024-07-20,2025-05-20,False,False,True,False,True,2,3,"Overlimit Violation, Late Fee Alert"
CUST0191,144758,110133,06-09-2024,23-06-2025,Active,46,7017.73,1785,South,2024-09-06,2025-06-23,False,False,False,False,False,0,0,""
CUST0192,106573,106357,12-01-2025,22-06-2025,Active,21,12559.4,750,North,2025-01-12,2025-06-22,False,False,False,False,False,0,0,""
CUST0193,109101,68866,15-12-2024,31-05-2025,Closed,46,9110.51,1762,North,2024-12-15,2025-05-31,False,False,True,False,False,1,2,Overlimit Violation
CUST0194,76646,19087,10-11-2024,10-06-2025,Active,29,10129.72,3920,North,2024-11-10,2025-06-10,False,False,False,False,True,1,1,Late Fee Alert
CUST0195,154185,196615,09-08-2024,01-06-2025,Closed,42,42037.05,4460,East,2024-08-09,2025-06-01,False,False,True,False,True,2,3,"Overlimit Violation, Late Fee Alert"
CUST0196,73049,98553,11-11-2024,10-07-2025,Watchlist,47,17275.17,481,West,2024-11-11,2025-07-10,False,False,True,True,False,2,6,"Overlimit Violation, High-Risk Status"
CUST0197,148116,138186,27-04-2025,29-06-2025,Active,16,16260.77,153,South,2025-04-27,2025-06-29,False,False,False,False,False,0,0,""
CUST0198,147379,78859,20-08-2024,10-07-2025,Active,25,12142.39,1524,East,2024-08-20,2025-07-10,False,False,True,False,False,1,2,Overlimit Violation
CUST0199,118385,153506,23-08-2024,16-05-2025,Closed,35,30786.83,2120,West,2024-08-23,2025-05-16,False,True,True,False,True,3,6,"Payment Overdue, Overlimit Violation, Late Fee Alert"
CUST0200,176131,142047,16-03-2025,12-05-2025,Active,0,19585.98,2343,East,2025-03-16,2025-05-12,False,True,False,False,True,2,4,"Payment Overdue, Late Fee Alert"
